Unicode,Image,X,Y,Block ID,Char ID,Width,Height
U+308D,200022050-00007_1,564,2929,B0001,C0441,100,87
U+3057,200022050-00007_1,607,2993,B0001,C0442,21,133
U+304F,200022050-00007_1,580,3103,B0001,C0443,80,96
U+3057,200022050-00007_1,608,3179,B0001,C0444,16,104
U+306B,200022050-00007_1,587,3270,B0001,C0445,53,80
U+6307,200022050-00007_1,556,3343,B0001,C0446,125,77
U+3055,200022050-00007_1,417,445,B0001,C0447,56,68
U+30CF,200022050-00007_1,397,511,B0001,C0448,85,85
U+305B,200022050-00007_1,408,583,B0001,C0449,89,65
U+3046,200022050-00007_1,445,643,B0001,C0450,32,80
U+307F,200022050-00007_1,389,720,B0001,C0451,115,92
U+305D,200022050-00007_1,429,796,B0001,C0452,69,101
U+3092,200022050-00007_1,404,887,B0001,C0453,117,88
U+3064,200022050-00007_1,399,964,B0001,C0454,109,72
U+3051,200022050-00007_1,416,1013,B0001,C0455,96,104
U+713C,200022050-00007_1,407,1097,B0001,C0456,141,108
U+4E5F,200022050-00007_1,412,1185,B0001,C0457,115,56
U+6728,200022050-00007_1,416,1246,B0001,C0458,96,115
U+306E,200022050-00007_1,404,1344,B0001,C0459,123,101
U+3081,200022050-00007_1,429,1405,B0001,C0460,77,84
U+3084,200022050-00007_1,396,1485,B0001,C0461,136,49
U+304D,200022050-00007_1,428,1536,B0001,C0462,73,93
U+3091,200022050-00007_1,407,1640,B0001,C0463,107,88
U+305D,200022050-00007_1,436,1728,B0001,C0464,73,91
U+306B,200022050-00007_1,444,1825,B0001,C0465,49,87
U+5869,200022050-00007_1,407,1897,B0001,C0466,116,101
U+3092,200022050-00007_1,413,2000,B0001,C0467,113,72
U+4ED8,200022050-00007_1,427,2076,B0001,C0468,92,117
U+3086,200022050-00007_1,412,2202,B0001,C0469,96,93
U+306E,200022050-00007_1,401,2266,B0001,C0470,116,104
U+306F,200022050-00007_1,444,2314,B0001,C0471,56,105
U+306B,200022050-00007_1,421,2414,B0001,C0472,75,95
U+3066,200022050-00007_1,421,2494,B0001,C0473,108,112
U+5305,200022050-00007_1,415,2589,B0001,C0474,117,112
U+5176,200022050-00007_1,431,2707,B0001,C0475,68,117
U+4E0A,200022050-00007_1,425,2811,B0001,C0476,69,99
U+3092,200022050-00007_1,415,2905,B0001,C0477,112,87
U+7D19,200022050-00007_1,417,2999,B0001,C0478,120,141
U+306B,200022050-00007_1,452,3113,B0001,C0479,45,91
U+3064,200022050-00007_1,411,3202,B0001,C0480,100,125
U+309D,200022050-00007_1,481,3285,B0001,C0481,28,88
U+30DF,200022050-00007_1,439,3331,B0001,C0482,35,84
U+3080,200022050-00007_1,257,455,B0001,C0483,105,95
U+3057,200022050-00007_1,296,559,B0001,C0484,19,155
U+3084,200022050-00007_1,256,711,B0001,C0485,96,59
U+304D,200022050-00007_1,260,772,B0001,C0486,96,96
U+306B,200022050-00007_1,293,857,B0001,C0487,37,87
U+3057,200022050-00007_1,295,944,B0001,C0488,27,83
U+3066,200022050-00007_1,268,1009,B0001,C0489,72,96
U+53D6,200022050-00007_1,267,1106,B0001,C0490,93,115
U+51FA,200022050-00007_1,269,1210,B0001,C0491,99,91
U+3057,200022050-00007_1,320,1286,B0001,C0492,23,125
U+304B,200022050-00007_1,284,1370,B0001,C0493,35,59
U+3051,200022050-00007_1,269,1422,B0001,C0494,89,96
U+3057,200022050-00007_1,255,1510,B0001,C0495,103,92
U+308B,200022050-00007_1,291,1604,B0001,C0496,53,60
U+3092,200022050-00007_1,263,1648,B0001,C0497,93,87
U+304B,200022050-00007_1,257,1734,B0001,C0498,109,83
U+3051,200022050-00007_1,279,1802,B0001,C0499,95,111
U+51FA,200022050-00007_1,265,1900,B0001,C0500,109,88
U+3059,200022050-00007_1,300,1994,B0001,C0501,51,115
U+4E5F,200022050-00007_1,264,2112,B0001,C0502,131,48
U+3055,200022050-00007_1,285,2188,B0001,C0503,59,81
U+3058,200022050-00007_1,301,2264,B0001,C0504,55,120
U+3084,200022050-00007_1,256,2386,B0001,C0505,112,59
U+304D,200022050-00007_1,275,2446,B0001,C0506,72,128
U+305F,200022050-00007_1,256,2586,B0001,C0507,103,133
U+3046,200022050-00007_1,297,2677,B0001,C0508,35,97
U+3075,200022050-00007_1,256,2758,B0001,C0509,97,91
U+3092,200022050-00007_1,265,2850,B0001,C0510,91,75
U+3055,200022050-00007_1,293,2929,B0001,C0511,40,84
U+3044,200022050-00007_1,253,3011,B0001,C0512,117,75
U+3055,200022050-00007_1,297,3042,B0001,C0513,51,79
U+304F,200022050-00007_1,300,3121,B0001,C0514,27,87
U+5207,200022050-00007_1,265,3201,B0001,C0515,107,85
U+3057,200022050-00007_1,304,3285,B0001,C0516,24,117
